id1,id2,time1,time2,corr
s3,s2,2557,2545,0.8151996996984429
s10,s4,4933,4933,-0.8219488527353592
s13,s12,6157,6157,0.9141282516752145
s5,s7,4729,4717,-0.8383298229123868
s15,s9,4909,4909,-0.8920847652500066
s2,s9,925,937,-0.9408337379435038
s12,s14,3409,3409,-0.9591417640821815
s9,s1,7285,7261,0.8090613752404582
s4,s10,6133,6133,0.8631463344834003
s7,s1,2161,2173,0.8739847615011579
s6,s8,6241,6241,0.9268672006895274
s11,s7,6673,6661,0.9331797460218103
s10,s4,6025,6025,0.8212583686335765
s3,s15,3229,3229,-0.8628503338778534
s14,s8,3577,3565,-0.9587315515953853
s4,s11,6709,6673,0.9033851041320609
s2,s3,4765,4777,-0.9446286070829298
s13,s16,1849,1849,-0.9759338155435805
s13,s15,409,457,-0.9000174743261605
s16,s4,313,277,-0.9236727153812408
s14,s7,5785,5797,0.8302365782924845
s5,s3,2833,2857,-0.9722375155085067
s9,s5,5641,5617,0.9566460621587719
s14,s4,3001,2965,0.9444577527044741
s1,s6,145,109,-0.9876676698217489
s7,s2,2917,2941,0.8710933826573418
s7,s16,5125,5113,-0.8510126141790988
s6,s8,4513,4513,0.8108852893175209
s8,s4,6733,6709,-0.9291643006735824
s15,s13,2953,3001,0.9424402388887115
s9,s16,2281,2233,-0.8297652695063433
s13,s12,7537,7537,0.986016430929985
s7,s3,6373,6409,-0.9557205768484247
s13,s1,6937,6961,0.9185014933564938
s6,s8,3469,3469,0.9063964339279186
s14,s12,2041,2041,0.8669406167180898
s3,s15,937,937,-0.9891113250492003
s12,s15,5977,5929,0.8341454453496708
s10,s9,3061,3049,-0.9965954279795867
s6,s14,5005,5017,0.8738333366793913
s2,s9,2101,2113,0.9544323203434122
s12,s13,5593,5593,0.980761962873441
s4,s10,4405,4405,0.859614231772697
s3,s15,3457,3457,-0.9460173196739388
s15,s11,6985,6961,0.952948888147209
s3,s9,5461,5461,-0.9428299526863199
s15,s2,3817,3805,-0.9700133811268039
s8,s14,7213,7225,0.8441162086458414
s5,s2,6481,6493,-0.9332733069853677
s1,s7,3229,3217,0.8560314555509493
s9,s14,6793,6745,0.9852909962063455
s9,s3,6985,6985,0.8640529378077487
s4,s10,7561,7561,0.8378899116865459
s3,s15,3445,3445,0.9314791301197073
s13,s14,1381,1381,0.8489278097472598
s14,s3,5689,5641,0.9074934753000997
s2,s15,1021,1033,-0.820159517195061
s2,s13,4093,4057,-0.917298091353917
s1,s5,3841,3841,0.9821914867617639
s2,s10,5341,5365,-0.8448927579940192
s11,s1,5605,5605,0.9820230569730894
s8,s6,2281,2281,0.849526447005301
s7,s12,3973,3961,0.8965249631692523
s14,s16,4633,4633,-0.8471791707740671
s10,s4,3337,3337,0.8748439271792783
s5,s16,817,793,-0.9350665855298045
s8,s7,4333,4357,-0.9048466538504731
s13,s3,409,457,0.9937768974604139
s7,s5,7873,7897,-0.8515385764223566
s3,s13,4009,3961,-0.8216810933380152
s5,s6,1585,1549,-0.8408987796205786
s6,s7,4237,4261,-0.9279827578383711
s1,s7,2161,2149,0.8805875649048652
s6,s12,3181,3193,0.9973981361213663
s14,s16,7297,7297,0.8727310863333646
s13,s9,5305,5257,-0.9115026652360553
s7,s1,6949,6961,-0.8697291321285877
s4,s14,2965,3001,0.9485889449402319
s10,s4,13,25,-0.8470216771733589
s7,s2,7717,7741,0.8546888400876872
s1,s12,4081,4057,0.9587430348183977
s12,s3,2425,2377,0.9084919979585699
s9,s3,1033,1033,0.9781925197610379
s2,s9,925,937,-0.8774209090569747
s6,s3,5389,5353,0.8730463034978381
s3,s12,3049,3097,0.9645203448624167
s4,s9,2485,2473,0.8539274282776519
s6,s8,2425,2425,0.9978934721288967
s8,s6,589,589,0.8653298321597996
s2,s3,4573,4585,0.9133451343414871
s11,s12,6097,6073,-0.9836800393968786
s8,s7,1357,1381,0.8967898641898018
s10,s16,2293,2329,-0.8082449144490749
s14,s1,4537,4561,0.9912248740569701
s3,s7,649,613,-0.9540007238446369
s14,s4,2233,2197,0.9980498251712163
s12,s14,3865,3865,0.9729793336871175
s8,s13,301,313,0.9617708267538473
s1,s8,5713,5677,0.9498892698697173
s11,s9,3697,3721,0.8269422759242963
s3,s16,3049,3001,-0.9341213757113833
s16,s14,4153,4153,-0.8394831900623434
s12,s13,1657,1657,0.910910065565801
s9,s5,265,241,-0.9936226942478231
s8,s3,6541,6505,0.8658056580158303
s12,s15,7033,7081,0.9205867623220827
s7,s5,37,49,-0.9132987363056174
s5,s3,5617,5641,0.9830084489379923
s4,s10,4693,4693,-0.8079662886394472
s16,s10,313,277,0.8542179325168715
s1,s6,5713,5677,0.9340586936485972
s13,s2,4057,4093,-0.8155336829731935
s4,s10,181,181,0.9622669056998719
s12,s8,1369,1357,0.9242172058724287
s6,s7,6541,6565,0.924715065343951
s12,s3,2233,2281,-0.8098727991853181
s5,s4,7153,7189,0.9625901209154873
s12,s9,6841,6793,0.9592843025161774
s12,s3,7033,6985,0.8265882895062132
s7,s1,5317,5329,0.9795631407312033
s9,s2,2665,2653,0.9410863304854576
s10,s4,5953,5953,0.9269513616142101
s11,s6,6769,6733,-0.8112584298371999
s14,s12,2809,2809,0.9786909526849042
s13,s12,5209,5209,-0.9704339286462983
s2,s9,1477,1489,0.8402633146054861
s2,s9,637,649,0.8815700524556869
s15,s3,6265,6265,-0.9453152234521854
s16,s5,793,817,-0.8826363988122611
s1,s2,625,637,0.968290149984598
s12,s6,6649,6637,0.9939912447708806
s15,s9,1237,1237,0.8845280484949567
s11,s14,7729,7705,0.9606479673190158
s1,s14,4561,4537,-0.9874025711133352
s7,s5,7861,7885,0.9880622552511242
s15,s2,5161,5149,0.9690836791649173
s3,s9,6037,6037,0.8828031033270679
s11,s1,4177,4177,0.9410438966543765
s16,s2,1177,1213,0.9219629299745443
s3,s15,5929,5929,0.9447324891932115
s8,s6,3181,3181,0.8884962205076679
s16,s3,1177,1129,0.8072035926331904
s14,s12,4813,4813,0.9458169794465512
s3,s2,2761,2749,-0.8658857378107268
s3,s15,541,541,0.9953213995111514
s2,s5,5149,5137,-0.8597990991631023
s11,s15,3697,3721,0.9813067406414314
s10,s4,4669,4669,0.9501568761790119
s11,s14,1489,1465,-0.8308489651575511
s9,s16,1033,1081,0.8808429472519925
s10,s8,3157,3181,0.8556467463788809
s14,s6,6649,6637,-0.9723101201690132
s6,s8,1741,1741,0.9588671467625874
s1,s9,7729,7753,0.8915190190468407
s13,s16,4921,4921,-0.9385951905140918
s4,s16,1429,1465,-0.8291158554242555
s3,s12,5353,5401,-0.8860006874954302
s4,s15,3061,3049,-0.8398275694605252
s8,s6,2497,2497,0.8754926734672562
s8,s6,4429,4429,0.9682800798916632
s1,s13,2833,2809,0.968229651640316
s8,s6,1093,1093,0.9689413617185549
s6,s8,4609,4609,0.9146800626229876
s7,s4,2533,2581,-0.9087317999037433
s13,s16,3361,3361,0.9421705925279364
s14,s13,25,25,-0.9800469519948632
s4,s11,3829,3793,0.9752645035310924
s2,s4,637,661,0.9432915353284597
s2,s7,6781,6757,0.9088215874025146
s10,s4,1549,1549,0.9932828293553443
s6,s8,6313,6313,0.817896826154601
s16,s5,6349,6373,0.8799270452863168
s15,s5,5833,5809,0.9375814826023239
s13,s16,4825,4825,-0.9906214170966582
s14,s16,7513,7513,-0.852638672400668
s5,s7,2449,2437,-0.899157093919451
s7,s5,1093,1105,0.9531093756794063
s15,s3,7561,7561,-0.9921372302940168
s16,s15,2521,2473,0.9164021475728639
s6,s8,4477,4477,-0.9374228455060537
s5,s7,3325,3313,0.8817968837497625
s9,s1,2857,2833,0.917048191767986
s12,s14,6541,6541,0.9811599471326228
s16,s3,6937,6985,-0.8356115962089026
s2,s9,3337,3349,0.8951997885800671
s8,s2,4909,4861,-0.8653911033812133
s4,s10,3433,3433,0.8869168617493364
s10,s4,7669,7669,-0.9714048253223698
s3,s7,4585,4549,-0.8484927039039979
s9,s16,7561,7609,0.9951870762479172
s12,s7,1753,1765,0.837631251023386
s13,s11,121,145,0.9594567694092789
s8,s1,6061,6097,-0.9317834559356131
s14,s1,7705,7729,-0.8696492138689651
s6,s1,109,145,0.9553785190772339
s1,s7,817,805,0.9395550274871155
s3,s7,1129,1093,0.893120236253335
s3,s6,2953,2989,0.8481573396832859
s6,s8,4609,4609,0.8873611906944633
s16,s1,1753,1777,0.9773270698500448
s6,s8,7777,7777,0.9195816918532917
s2,s1,6697,6685,-0.946390047367156
s7,s11,4165,4177,-0.9385137064410745
s8,s6,5845,5845,-0.9905902498608895
s14,s12,4849,4849,0.9574419216348867
s4,s3,6613,6601,0.8332887304205085
s1,s2,3697,3709,0.8500835015114135
s7,s8,1573,1549,-0.9660300080122485
s13,s12,7573,7573,0.9280468386120136
s7,s8,1861,1837,-0.9546255811683915
s7,s5,3337,3349,0.9687419961481424
s10,s9,3061,3049,0.972142362385564
s11,s5,3241,3241,0.8547483269140842
s2,s6,3037,3085,-0.9343711017606675
s15,s9,169,169,-0.9587184263222243
s16,s14,7297,7297,0.9677092490817003
s2,s14,5437,5401,0.8013557751911748
s12,s14,7801,7801,0.8160298087009753
s11,s4,721,757,0.9405832609241446
s5,s1,3913,3913,0.8378797889859259
s10,s4,181,181,-0.8376047697521036
s15,s2,6025,6013,0.9217590812036763
s14,s12,3385,3385,-0.9638798210931018
s4,s10,7669,7669,0.8827169169720821
s6,s16,3469,3481,0.9623073949361686
s2,s5,6013,6001,-0.985565425729916
s7,s5,6277,6289,-0.9203671874191874
s7,s5,709,721,-0.8142074937757434
s5,s11,3769,3793,0.9898460653286395
s5,s9,5041,5065,0.9209362013153121
s14,s4,697,661,-0.9226182572092386
s15,s4,2281,2293,0.8496953640798152
s14,s12,3793,3793,0.9976781524805087
s1,s12,2641,2617,0.8593151660744579
s13,s12,7897,7897,-0.9232937728246324
s8,s3,6541,6505,-0.9062794770833891
s14,s1,2617,2641,-0.8812059103489323
s4,s10,973,973,0.8641200939146303
s8,s6,13,13,0.9771477869426823
s13,s16,3793,3793,0.8770988638751961
s7,s5,709,721,0.874353330117135
s8,s6,2437,2437,-0.821186998222988
s6,s8,5005,5005,0.991410553412593
s8,s3,7405,7369,0.9122640756311694
s1,s9,7249,7273,0.8547485923289976
s15,s3,493,493,-0.8316691828030551
s12,s2,7129,7165,0.9602122674536914
s11,s2,7633,7645,0.878353352970584
s11,s2,7633,7645,0.9021757059427801
s2,s1,6697,6685,0.8711678903328919
s13,s15,3001,2953,-0.8474423246274752
s1,s5,3925,3925,0.9085134620901635
s2,s3,349,361,-0.9953623373852485
s3,s2,2761,2749,-0.9728791813837426
s11,s7,817,805,0.891239944376246
s1,s14,145,121,-0.8891620228720778
s16,s3,7801,7849,0.8089045599520026
s9,s2,3253,3241,-0.935557651854747
s2,s9,1585,1597,-0.9674614340306704
s7,s4,1285,1237,-0.8564495109222099
s13,s12,7585,7585,0.9024342302337219
s15,s7,5257,5221,0.9218374195724592
s4,s10,4117,4117,0.8829129811024925
s2,s6,5053,5005,0.9453429983896002
s12,s13,4441,4441,0.9049212643492401
s6,s8,2473,2473,0.8981402432243902
s5,s7,1105,1093,-0.9007562278280641
s10,s8,3157,3181,-0.8908527425059676
s10,s2,5365,5341,0.8281644011626715
s2,s9,2185,2197,0.9598116952471586
s4,s10,7513,7513,0.9045806574780093
s11,s5,1201,1201,-0.9767709850931016
s9,s16,5833,5785,0.9940019887760402
s14,s12,4345,4345,0.8372662046393163
s1,s11,1585,1585,0.8891925047075578
s3,s2,3625,3613,-0.9165571286683322
s10,s4,1909,1909,0.8173368691516139
s4,s10,1597,1585,0.977049844240559
s6,s2,1837,1789,0.8102974907964117
s12,s13,7321,7321,-0.9218955808207773
s5,s1,3865,3853,0.9590689304943041
s3,s5,2857,2833,-0.9110367048031882
s7,s1,901,913,0.9742080760423664
s1,s11,6481,6481,-0.8105125824788469
s2,s9,3421,3433,-0.8843196166731291
s1,s7,913,901,-0.9765378780229166
s4,s10,865,865,-0.9599757778388597
s8,s2,1357,1405,0.8794571374355735
s9,s2,1993,1981,-0.8642530885527425
s4,s6,4021,4045,0.8947345216140551
s16,s15,6649,6601,0.9235007600606334
s3,s12,4681,4633,-0.8563894473154471
s11,s15,5329,5353,-0.8088769973998785
s1,s16,7153,7129,-0.8247829030177148
s7,s3,6373,6409,-0.9217675016158107
s2,s8,3037,3085,0.9750359727433486
s16,s14,7609,7609,0.9836897046846705
s15,s1,4681,4657,0.9648165746788283
s2,s9,3517,3529,-0.8698161114426248
s4,s10,4789,4789,0.8918915693151787
s10,s15,4021,4009,0.8600843691325241
s1,s2,5905,5917,-0.9494653298408662
s14,s16,5593,5593,-0.8375345796495376
s7,s11,5893,5905,-0.8614246368346745
s4,s10,4501,4501,-0.9875509997395739
s8,s6,2053,2053,0.9978893981092677
s16,s14,5593,5593,0.898970245039029
s6,s8,493,493,0.820266359096712
s4,s10,6061,6073,0.9940938738347003
s13,s14,5881,5881,0.8486242114555264
s4,s10,4333,4333,0.9742854469014358
s1,s6,7057,7021,0.9049420355198358
s3,s2,5257,5245,0.9846513387516368
s6,s2,4909,4861,0.8956241628884503
s8,s6,2185,2197,0.9845070120170806
s2,s16,7645,7609,0.8797850090969054
s14,s3,7897,7849,0.8164584880578084
s11,s9,3985,4009,0.9351659471647031
s4,s10,6205,6205,-0.9930678892727556
s1,s7,6193,6181,-0.9862878696779169
s16,s8,6649,6637,0.9096370011277726
s8,s6,877,877,-0.9752607703931508
s5,s16,5329,5305,-0.998990295129144
s5,s1,3025,3025,-0.9805831157009028
s8,s6,877,877,-0.9696744149142188
s5,s10,1873,1909,0.954865001214114
s3,s9,1,1,-0.976681314242117
s15,s3,6697,6697,0.9756810878905353
s2,s9,2353,2365,0.996687065501294
s8,s6,13,13,0.9009714672760006
s5,s1,3961,3973,-0.8910810129410321
s8,s6,7597,7597,-0.94938820494475
s6,s8,973,973,-0.954389951371285
s6,s8,7501,7501,-0.853370579007588
s14,s12,4849,4849,0.9332589211513123
s12,s14,3793,3793,0.9728229322736489
s4,s10,4345,4345,0.8630439300818215
s3,s16,265,217,-0.9791931721492715
s15,s8,4009,4045,-0.9533922004108261
s4,s10,6373,6373,0.9141403668396525
s4,s10,7645,7645,0.8655960859672814
s1,s10,721,757,-0.9327304725482821
s10,s4,937,937,0.9985757102607413
s10,s4,3289,3289,-0.9367534092730838
s12,s14,4345,4345,0.9080993962396594
s14,s16,5017,5017,-0.9551015625275595
s7,s1,421,433,-0.948586181479148
s6,s12,4333,4345,0.8534928649007713
s2,s16,5245,5209,-0.8630721388448458
s13,s12,7657,7657,0.8600649598644902
s13,s3,4057,4105,0.941968802269541
s12,s1,7801,7825,-0.9688708526032884
s14,s1,2617,2641,-0.8206687298391631
s3,s15,493,493,0.8330646491359279
s5,s9,241,265,0.8543384369137044
s12,s14,3841,3841,-0.8168031911537109
s13,s12,7225,7225,-0.8344980618784344
s11,s16,5809,5785,0.9509911605488868
s13,s16,7417,7417,0.9290456273322031
s12,s3,6745,6697,-0.8861937403795551
s8,s6,2341,2341,-0.8256453878238619
s11,s15,5329,5353,-0.9181479627694128
s9,s10,5353,5365,0.9692528896588523
s10,s4,7513,7513,-0.8278375597543209
s10,s4,7477,7477,0.8656209108613188
s15,s4,2473,2485,0.8549693904884363
s13,s14,5533,5533,0.9652356569594218
s6,s16,7885,7897,-0.9992183586626071
s14,s13,2905,2905,0.952706517370685
s8,s6,7753,7753,0.857157718401431
s14,s16,3949,3949,-0.9583468521137373
s2,s3,829,841,0.9315355666756202
s6,s8,4597,4597,0.8498832638913011
s4,s10,565,565,-0.817546461475245
s15,s9,7849,7849,0.8650442515081826
s2,s7,7261,7237,-0.9598487433887127
s4,s10,5917,5917,0.9781282681947614
s13,s16,3853,3853,0.9880830530503794
s14,s16,6181,6181,-0.952301760847214
s7,s3,4549,4585,0.9501913152615415
s11,s5,2641,2641,-0.8811659214329518
s6,s8,5965,5965,0.8589785785665244
s15,s12,2281,2329,0.9190025622335032
s6,s8,4429,4429,0.8515601401324536
s6,s8,1249,1249,0.9414145187873512
s12,s5,6937,6961,-0.902861129954012
s1,s10,5329,5365,-0.9149718544214617
s7,s6,1861,1837,0.9362371180061276
s9,s2,2137,2125,0.8547620745427013
s7,s2,7429,7453,0.8690152700659193
s9,s2,3517,3505,0.9848045340654481
s2,s10,5437,5461,-0.8653277820605573
s8,s1,7021,7057,0.9925710831270684
s16,s2,7417,7453,0.9102893870163528
s10,s4,1,13,-0.9935992330576874
s8,s14,3565,3577,-0.8555151858114065
s2,s1,3709,3697,-0.9695323994097155
s3,s15,1993,1993,-0.8966945365350585
s14,s1,2617,2641,-0.8395195950399742
s11,s1,4465,4465,0.9716235021805575
s16,s2,2617,2653,-0.8877091637235853
s6,s8,1705,1717,0.9627863037460491
s14,s12,409,409,0.9383242621342597
s8,s6,4453,4453,-0.9355108156672189
s11,s1,5425,5425,0.9380330364275461
s4,s10,3289,3289,-0.8046712458001527
s11,s1,3337,3337,0.9689691058186966
s13,s16,2137,2137,-0.901359070964756
s10,s4,7093,7093,-0.9075074760375178
s10,s8,2965,2989,0.8977349785157325
s5,s16,5329,5305,-0.9301762834930329
s4,s10,3433,3433,-0.9897185324848893
s4,s10,7585,7585,0.9653756599746192
s8,s6,1249,1249,0.999162236907952
s13,s16,3829,3817,0.8854099861483269
s3,s13,4585,4537,0.9534351396982386
s10,s3,1429,1417,-0.9604026289657192
s15,s7,5257,5221,-0.9379261297106051
s11,s5,4369,4369,-0.9528607240102195
s8,s6,3661,3661,-0.842217330689081
s10,s7,1237,1285,0.9947305844615665
s12,s5,2329,2353,-0.9921553589027357
s13,s16,6529,6529,-0.9847161504054623
s6,s8,2521,2521,-0.8824424808835815
s8,s6,4717,4717,-0.875878543671097
s16,s6,7897,7885,0.870476857217945
s9,s14,361,409,0.8357707295195812
s12,s15,2425,2377,0.9125937747545823
s12,s14,3877,3877,-0.9238321069196336
s8,s6,2677,2677,0.916357877921018
s2,s5,6493,6481,-0.8216727224980114
s5,s11,4273,4273,-0.8665100045782405
s4,s10,4393,4393,0.8879820507639177
s4,s10,4117,4117,0.9927613432495008
s10,s4,6373,6373,0.9694150697200542
s9,s2,1321,1309,0.9333953718964163
s13,s14,1357,1357,0.9179498064080249
s16,s14,3673,3673,0.9444284307578595
s10,s4,4213,4213,0.8759278930727474
s9,s10,2953,2965,-0.8201114246790808
s9,s2,6313,6301,0.9983225346786126
s2,s9,4285,4297,-0.955653897044164
s16,s14,7609,7609,0.8628956403193803
s8,s6,6433,6433,0.9741041746805851
s14,s10,3673,3637,0.8290585159909193
s11,s1,3361,3373,0.9493585895854509
s6,s8,205,205,0.8065872611995288
s6,s7,301,325,0.9021240710073931
s9,s2,3277,3265,0.9493335716221457
s13,s12,7633,7633,0.8002656428978107
s13,s12,7669,7669,0.9631966818487602
s4,s10,901,901,0.9282324274343545
s7,s6,325,301,-0.949698401034749
s6,s8,5833,5833,-0.9987880783802301
s5,s11,4177,4177,0.9222594828213877
s11,s1,2545,2545,-0.9716831859208267
s3,s15,1321,1321,-0.8566240247046647
s3,s9,6025,6025,0.9473871214596826
s13,s14,1285,1285,0.8645002567631743
s6,s8,577,577,0.8515453337901217
s11,s2,7837,7849,0.9671723855978762
s7,s11,3109,3121,-0.976676387769617
s10,s4,2677,2677,0.8776352019788154
s8,s6,7813,7813,0.9555610595405706
s10,s4,3925,3925,0.8790804909324779
s6,s2,7405,7453,-0.9636769296379821
s3,s9,1033,1033,-0.9725397971436
s12,s13,7573,7573,-0.937212561037024
s5,s11,2737,2737,-0.9127258491107068
s6,s8,6229,6229,0.8518370477014946
s4,s10,1081,1081,0.9509450349202331
s9,s2,2029,2017,0.9479255728758363
s6,s8,2629,2617,0.8288114335070711
s7,s4,5605,5653,-0.9312253662879915
s15,s9,4105,4105,0.8788617033630468
s6,s8,2809,2809,0.9723417834473095
s2,s3,4765,4777,0.9711524882639382
s10,s4,25,37,-0.9784388483010236
s14,s16,4057,4057,-0.9782766402067797
s8,s6,4141,4141,0.8756452664673572
s14,s12,6529,6529,0.9399634767620023
s5,s9,4081,4105,0.9333091616664949
s2,s9,3301,3313,-0.9668701901597542
s1,s2,5905,5917,0.9847417163333654
s14,s9,409,361,-0.8365256966470058
s12,s14,2137,2137,-0.9153160427697411
s10,s4,5557,5557,-0.9192524133221404
s9,s15,4873,4873,-0.9924267067109587
s6,s8,2725,2725,0.9386568455301525
s1,s11,2449,2449,0.8372555034166896
s12,s14,4801,4801,0.8831986805262273
s8,s6,1237,1237,0.8499052301355033
s1,s2,6589,6601,-0.9481639132598151
s8,s6,1045,1045,0.8878062574114078
s6,s8,1285,1285,-0.850502986596779
s3,s9,6061,6061,0.8315100271190641
s11,s5,2689,2689,0.8961926537628951
s9,s2,3397,3385,0.977760774270658
s11,s7,3121,3109,0.8214223266721179
s5,s11,2749,2749,0.9698451942141012
s14,s6,217,205,-0.9382840461750777
s7,s11,517,529,0.9949935481153978
s10,s4,7093,7093,-0.9805312552037343
s11,s5,4369,4369,-0.965879452653312
s16,s4,5785,5749,0.9778578225640222
s6,s1,4333,4369,-0.8284437979978796
s10,s4,1081,1081,-0.8820010008302751
s15,s3,3421,3421,0.8470285487161324
s9,s2,2161,2149,0.8597026021163396
s12,s3,4633,4681,0.8225711576883722
s11,s1,6289,6289,0.8184981819332354
s13,s15,697,649,0.9536793088662814
s2,s1,4765,4753,-0.996919388321244
s1,s12,4273,4249,-0.8578272432387136
s10,s4,373,373,0.869652284689919
s7,s5,3433,3433,-0.8184036824255013
s8,s6,4561,4561,-0.9374749980481353
s15,s3,3469,3469,0.8970619553109219
s12,s13,1177,1177,0.9009482879572615
s10,s4,7501,7501,0.9466454771945004
s5,s1,3037,3037,-0.9920768430623442
s4,s10,4153,4153,-0.8017145220471796
s4,s14,661,697,-0.920456262375153
s5,s7,721,709,-0.8117056069197476
s15,s3,745,745,-0.994765970600856
s16,s12,25,25,-0.8808700772425664
s6,s8,2125,2125,-0.874165463369658
s4,s10,4237,4237,-0.8403689255191454
s13,s12,2617,2617,-0.8663213624522474
s10,s4,469,469,-0.9285862120337364
s14,s13,1345,1345,-0.8805674235842764
s8,s6,4465,4465,0.8662645691069206
s16,s12,4729,4729,0.8316078901136604
s10,s4,2101,2101,0.8785629167635034
s10,s4,4753,4753,0.8284473545972356
s14,s16,601,601,0.8595215060162752
s11,s1,6385,6385,-0.9463799055248524
s9,s3,6097,6097,0.9218817110506113
s15,s9,7897,7897,-0.9008702274930225
s8,s6,2425,2425,-0.8010836191785425
s2,s9,3433,3445,0.8405424573021884
s8,s6,625,625,0.9104382381914873
s2,s5,1309,1297,-0.899320377859365
s2,s6,3997,3949,0.8953716500078955
s14,s12,1849,1849,0.9096704648045539
s3,s15,7753,7753,-0.9872233232848048
s3,s8,6505,6541,-0.8079964817172293
s4,s10,6301,6289,0.9993076474634409
s5,s10,6673,6709,0.9416866708497239
s10,s4,985,985,-0.8356513211733732
s6,s8,2377,2389,-0.9064790372647669
s8,s6,709,709,0.91222299450394
s14,s7,505,517,0.914366887128987
s16,s7,5785,5797,0.8424382445094236
s6,s1,4333,4369,-0.881401589951581
s1,s11,1297,1297,0.8989647560621589
s8,s6,2533,2533,0.8790905234968227
s8,s6,7669,7669,-0.9243832876582592
s8,s6,517,505,-0.9370310703972533
s4,s14,661,697,0.89866143185217
s11,s1,49,49,-0.9944051406024891
s11,s6,3505,3469,0.8404049433023295
s2,s9,6217,6229,-0.9319070572749019
s10,s4,4585,4585,-0.8838612280134628
s8,s6,961,961,-0.8854702984184577
s10,s4,4177,4177,-0.8742750974115432
s13,s12,7681,7693,-0.9599799860847391
s1,s5,5425,5425,-0.8508069575523467
s3,s9,13,13,-0.884080572487186
s13,s12,7537,7537,-0.8731853158386182
s8,s6,1213,1213,-0.8216681207400609
s7,s11,3013,3025,0.9271636724725203
s6,s8,2461,2461,0.9893447353263684
s2,s9,2005,2017,-0.9659708002971116
s6,s8,3373,3373,-0.8750024732709751
s8,s6,4429,4429,0.8778794371489231
s3,s15,5065,5065,-0.9533992491344746
s14,s12,2521,2521,0.9508643285420268
s2,s9,6289,6301,0.8139289091354107
s11,s13,6097,6073,0.879984005419984
s10,s4,25,37,-0.9499998152031366
s11,s5,2653,2653,0.9610772678709374
s6,s8,2641,2641,0.8690783286845255
s13,s10,2233,2197,0.8922647874378974
s4,s14,661,697,0.9410455027974999
s2,s1,6697,6685,0.9669654336065935
s5,s11,2773,2761,-0.9024873206275772
s3,s2,4393,4381,-0.9607120450828696
s12,s13,6169,6169,0.8561210545514227
s4,s10,3373,3373,-0.8735109367912103
s4,s10,4585,4585,-0.994659309589266
s6,s8,4501,4501,-0.9294244253223863
s2,s3,3613,3625,-0.9475708288498067
s6,s13,6829,6841,-0.8506588149880137
s5,s7,145,133,0.8175475209721885
s13,s3,4537,4585,-0.8214016130530449
s5,s7,3433,3433,-0.838008787791694
s15,s3,3541,3553,-0.9397392254380132
s3,s1,4873,4849,0.8500852602178197
s1,s11,6481,6481,0.914373431507795
s13,s5,2905,2929,-0.8950050692980098
s4,s10,4141,4141,-0.8479407029162918
s10,s4,4081,4093,0.9449489077695771
s7,s11,5029,5041,-0.9294002599267995
s11,s7,5041,5029,0.8697035183066308
s11,s1,2473,2473,0.9522681171314279
s2,s9,2365,2377,0.9446819589802641
s13,s16,2137,2137,0.9535427245143479
s7,s5,157,169,0.9185573478106361
s4,s10,4849,4849,-0.9012531734177539
s14,s13,5881,5881,0.9148569603159227
s15,s3,541,541,0.9804780977547259
s9,s2,3373,3373,0.828435705661861
s13,s16,5401,5401,0.880959966721003
s3,s9,6157,6157,-0.8949245907358732
s10,s4,5173,5173,-0.8232926459358672
s8,s6,6409,6409,0.9155410541462076
s12,s13,7477,7477,0.8263069407705707
s10,s4,2005,2005,-0.8516562936005678
s6,s8,7837,7837,-0.8402126413507396
s11,s5,4285,4285,0.8295915286376877
s16,s15,5401,5449,0.9226695023012117
s6,s8,793,793,0.9601806227223364
s6,s8,1237,1237,0.9002371201557257
s16,s13,2041,2041,-0.9301990931088367
s15,s3,6217,6217,-0.8242577963286236
s4,s10,5077,5077,-0.8628182594156893
s2,s9,3505,3517,0.8576448388579988
s16,s14,4153,4153,0.8156876965485212
s11,s2,7861,7873,0.8155113144851277
s6,s8,2725,2725,0.8876825651511498
s14,s10,2521,2485,-0.8986084779562427
s8,s6,6241,6241,0.9461424893684173
s10,s4,5881,5881,-0.9314090865687975
s6,s8,613,613,-0.9451943652020336
s6,s8,1225,1225,0.959163379534051
s4,s7,5461,5413,0.8693499166551928
s9,s2,3529,3517,0.8480719182467027
s10,s5,1909,1873,-0.8395835487600423
s15,s3,7657,7657,-0.8719726001158895
s11,s7,3061,3049,0.8257635474736796
s2,s9,1525,1537,0.9982567992467876
s14,s13,6361,6361,0.8396478871124801
s5,s7,145,133,0.9636278378077583
s2,s9,925,937,0.9655335013544525
s10,s4,469,469,-0.924328873479124
s4,s10,157,157,0.8469489429431396
s4,s10,7585,7585,-0.8649082998757996
s7,s11,3109,3121,-0.9096462961577234
s14,s12,3937,3925,0.9974297374255008
s4,s10,5809,5809,0.8210245579723
s10,s4,4645,4645,-0.8063961441678306
s1,s7,6193,6181,0.9960237919058619
s13,s16,3349,3349,0.9550110922579862
s4,s10,5869,5869,0.9395633338864727
s13,s12,7501,7501,0.9870888563242509
s8,s6,2305,2305,0.907424983267704
s10,s4,5089,5089,0.9068766112930394
